id,character,keyword,pinyin,description
2628,阀,valve,fá,
2629,闸,floodgate,zhá,
2630,阐,explicate,chǎn,
2631,涧,"ravine (narrow valley or gorge between mountains, often with a small stream running through it)",jiàn,
2632,菲,humble (adj.),fēi,
2633,辈,lifetime,bèi,等闲之辈 (děng xián zhī bèi) ordinary people -- 一辈子 (yī bèi zi) all one's life
2634,悲,sad,bēi,悲伤 (bēi shāng) Sad -- 悲观 (bēi guān) Pessimistic
2635,徘,irresolute,pái,
2636,喉,"gullet (the oesophagus, Speiseröhre)",hóu,
2637,猴,monkey,hóu,
2638,肝,liver,gān,
2639,刊,"publication (of a magazine, for example)",kān,
2640,奸,"adultery (cunning, deceitful, or morally corrupt behavior)",jiān,
2641,汗,sweat (n.),hàn,汗毛 (hàn máo) body hair; fine hair on skin
2642,杆,"shaft, rod, pole",gǎn,
2643,轩,(elegant) veranda,xuān,
2644,罕,rarely,hǎn,
2645,竿,pole,gān,
2646,悍,bold (brave),hàn,强悍 (qiáng hàn) Strong and tough
2647,吁,plead,yù,
2648,涂,smear (v.),tú,"涂 (tú) paint, smear"
2649,叙,recount (v.) (to narrate),xù,
2650,徐,slowly,xú,
2651,斜,slanting (positioned or directed in a sloping or oblique direction),xié,
2652,喇,"flared horn (sounds, exclamations, and specific cultural or religious contexts)",lǎ,
2653,嗽,"hack (v.) like in a ""hacking cough"", nothing to do with hackfleisch or computer hacking",sòu,
2654,赖,rely on,lài,
2655,懒,lazy,lǎn,懒 (lǎn) Lazy
2656,嫩,tender (adj.),nèn,
2657,董,director,dǒng,
2658,疗,cure (v.),liáo,
2659,痰,phlegm (mucus),tán,
2660,症,disease (I'd say: symptom),zhèng,
2661,疼,hurt (v.),téng,
2662,痒,itch (v.),yǎng,
2663,瘫,paralysis,tān,
2664,疫,epidemic,yì,
2665,癌,cancer,ái,
2666,疲,fatigued,pí,筋疲力尽 (jīn pí lì jìn) Exhausted
2667,痴,idiotic,chī,白痴 (báichī) idiot
2668,瘤,tumor,liú,
2669,疮,sore (n.),chuāng,
2670,疾,rapid,jí,
2671,瘾,addiction,yǐn,过瘾 (guòyǐn) Satisfy a craving
2672,痕,"trace (n.) (mark, scar)",hén,
2673,汇,"converge (the coming together of things—rivers, people, ideas, or data)",huì,
2674,框,rectangular frame,kuàng,
2675,筐,rectangular basket,kuāng,
2676,砸,smash (v.),zá,
2677,匠,artisan,jiàng,
2678,匪,bandit,fěi,受益匪浅 (shòu yì fěi qiǎn) Benefited greatly
2679,匿,keep out of sight,nì,
2680,兜,pocket,dōu,兜圈子 (dōu quān zi) Go in circles
2681,巨,gigantic (p. giant),jù,
2682,柜,cupboard,guì,
2683,渠,canal,qú,
2684,拒,refuse (v.),jù,"拒绝 (jùjué) to refuse, reject"
2685,矩,square (n.) (measuring tool),jǔ,
2686,距,distance,jù,距离 (jù lí) Distance
2687,殴,hit (v.),ōu,
2688,呕,vomit (v.),ǒu,
2689,躯,human body,qū,
2690,昂,hold one's head high,áng,
2691,抑,curb (v.) (to suppress / restrain / hold back),yì,
2692,葵,large-flowered plants (like sunflowers),kuí,
V2p190-1,p.登,p.stepladder,,
2693,瞪,glare (v.) (to stare),dèng,
2694,凳,bench,dèng,
2695,澄,transparent (to clarify / clear up / settle),chéng,
V2p190-2,p.尞,p.pup tent,,
2696,僚,coworker,liáo,
2697,拨,to allocate,bō,
2698,泼,to splash (v.),pō,
V2p190-3,p.犮,p.seeing-eye chihuahua,,
2699,拔,pull out,bá,选拔 (xuǎn bá) selection -- 拔 (bá) pull out/extract
2700,杉,fir tree,shān,
2701,彬,well-mannered,bīn,
2702,衫,shirt,shān,
2703,彰,manifest (adj.) (clear to see),zhāng,
2704,膨,puffy (swollen),péng,
2705,渗,"to seep, ""to leak,"" or ""to infiltrate""",shèn,
2706,诊,diagnose,zhěn,
2707,趁,take advantage of,chèn,趁机 (chènjī) Take the opportunity
v2p193,p.翏,p.kiddie cocktail,,
2708,寥,"deserted (emptiness, loneliness, or desolation)",liáo,
2709,谬,wrong (adj.),miù,
2710,铲,small shovel,chǎn,
2711,萨,Samoa (Ale: Pizza),sà,
2712,刘,Liu,liú,
2713,坟,tomb,fén,
2714,纹,design (n.) (in the sense of pattern),wén,
2715,斋,"abstain from food (fasting, also religious)",zhāi,
2716,斑,"speck (a tiny spot or small particle, especially on a surface)",bān,
2717,剂,pharmaceutical (n.),jì,
2718,挤,squeeze (v.),jǐ,
2719,脊,backbone,jǐ,
2720,函,letter (Brief),hán,
2721,涵,"culvert (a tunnel carrying a stream or open drain under a road or railway) because ""to contain"" or ""to allow flow through""",hán,
2722,映,"reflect (light, image, colors)",yìng,
2723,殃,calamity,yāng,
2724,秧,youngling,yāng,
2725,焕,glowing,huàn,焕发 (huàn fā) Radiate
2726,肥,plump,féi,
2727,爬,crawl (v.),pá,
2728,疤,scar (n.),bā,
2729,甜,sugary,tián,
2730,嵌,"set (v.) (It often describes an object being inserted tightly into another, like a gem in a ring, tiles in a wall, or code in programming.)",qiàn,
2731,钳,pliers (tongs),qián,
2732,媒,matchmaker,méi,
2733,煤,coal,méi,
2734,谋,"to scheme (v.) (to plan, to strategize)",móu,阴谋 (yīn móu) Conspiracy -- 有勇无谋 (yǒu yǒng wú móu) Brave but not smart
2735,棋,chess,qí,
2736,欺,to dupe (intentionally misleading or tricking someone for personal gain or to their disadvantage),qī,欺人太甚 (qī rén tài shèn) Bully excessively -- 欺负 (qīfu) to bully
2737,旗,flag (n.) or banner,qí,
2738,嘶,hoarse,sī,
2739,撕,rip (v.),sī,
v2p197,p.甚,p.hercules,,
2740,堪,to tolerate,kān,不堪设想 (bù kān shè xiǎng) Unimaginable
2741,勘,to survey (v.),kān,
2742,遣,to dispatch (v.) (send someone on a mission or task),qiǎn,消遣 (xiāo qiǎn) Amusement/pastime
2743,谴,"to censure (v.) (also to condemn, in a moral and official sense)",qiǎn,
2744,囊,sack (n.),náng,胶囊 (jiāonáng) Capsule
2745,溃,"burst (v.) (to collapse, to break down)",kuì,
2746,宜,fitting (adj.),yí,占便宜 (zhàn piányi) Take Advantage -- 适宜 (shì yí) Suitable
2747,谊,friendship,yì,
2748,租,"rent (n./v.) (both mieten, vermieten, and also rental, rented item and money paid)",zū,
2749,粗,coarse (both physical and abstract things like manners or work quality),cū,粗暴 (cūbào) rough; rude
2750,阻,block (v.),zǔ,阻止 (zǔ zhǐ) Prevent -- 阻挡 (zǔ dǎng) Block -- 阻挠 (zǔ náo) obstruct; hinder
2751,桑,mulberry tree,sāng,
2752,嗓,voicebox (where are the vocal cords),sǎng,
2753,叠,to heap (v.) to pile up,dié,
2754,锄,hoe (n./v.),chú,
2755,碰,bump (v.),pèng,
2756,谱,musical score (music sheet),pǔ,
2757,壶,kettle,hú,
2758,凿,bore a hole,záo,
2759,湿,wet,shī,湿透 (shītòu) drenched
2760,哑,mute (adj.),yǎ,
2761,晋,"to promote (at work, in competitions)",jìn,
2762,哄,fool (v.),hǒng,
2763,洪,"to deluge - to overflow with water, inundate, flood",hóng,
2764,烘,warm by a fire,hōng,
2765,戴,have on,dài,
2766,翼,wings,yì,
2767,恭,respectful,gōng,
2768,拱,arch (n./v.),gǒng,
2769,撰,"to compose, to author",zhuàn,
2770,粪,dung,fèn,
2771,殿,ceremonial hall,diàn,神殿 (shén diàn) Temple
2772,暴,violent,bào,"暴露 (bào lù) to expose, to reveal -- 火暴 (huǒ bào) Fiery -- 粗暴 (cūbào) rough; rude"
2773,瀑,waterfall,pù,
2774,爆,explode,bào,
2775,拥,hug (v.),yōng,拥有 (yōng yǒu) Own
2776,佣,put to work,yōng,
2777,甩,to fling (v.) to throw or swing something with force,shuǎi,甩 (shuǎi) throw
2778,庸,mediocre,yōng,
2779,触,to touch (v.),chù,触及 (chù jí) Touch
2780,蟹,crab (n.),xiè,
2781,懈,lax (or to slack off),xiè,
2782,册,Vol.,cè,名册 (míng cè) Roster
2783,删,"to delete (editing text, removing content, or erasing data)",shān,
2784,栅,palisade,zhà,
2785,珊,coral,shān,
2786,遍,everywhere,biàn,
2787,偏,"partial (inclined, biased)",piān,"偏偏 (piān piān) unfortunately, just"
2788,抵,resist,dǐ,抵抗 (dǐ kàng) resist/oppose
2789,氓,hoodlum (a violent criminal or troublemaker; a hooligan or gangster.),máng,
2790,哺,breastfeed,bǔ,
2791,浦,"river mouth, estuary",pǔ,
2792,蒲,Cattail / Bulrush (a type of plant),pú,
2793,薄,"slight (adj.) (not much of... not thick, not strong, not deep, not substantial...)",bó,
2794,铺,shop (n.),pù,
2795,捕,"to capture (to catch, to seize)",bǔ,
2796,敷,"to apply (like face masks, medicine, etc.)",fū,
2797,膊,"shoulder to wrist (upper arm, shoulder area)",bó,胳膊 (gē bo) Arm
2798,傅,mentor,fù,
2799,缚,bind fast,fù,
2800,簿,"register (n.) accounting book, ledger",bù,
2801,郁,depressed,yù,
2802,郭,outer walls,guō,
2803,廓,limitless,kuò,
2804,邓,Deng,dèng,
2805,鄙,despicable,bǐ,卑鄙 (bēi bǐ) Despicable
2806,耶,Jerusalem,Yē,
2807,邮,post (v.),yóu,
2808,邦,nation,bāng,
2809,绑,to truss (to tie the arms and legs of someone together tightly and roughly with rope to prevent them from moving or escaping),bǎng,
2810,郊,outskirts,jiāo,
2811,邻,neighbor,lín,
2812,廊,hallway,láng,
2813,缎,satin,duàn,
2814,刁,"wily (sly, crafty” — smart but manipulative)",diāo,
2815,叼,hold in the mouth,diāo,叼 (diāo) Hold in the mouth
2816,钙,calcium,gài,
2817,殷,"ardent (feelings, color)",yīn,
2818,伺,"attend to (like a servant, or to wait upon)",sì,
2819,饲,to rear (v.) (to breed and raise (an animal) for use or market),sì,
2820,舶,"liner (a large luxurious passenger ship - in this case large ships, especially those used for ocean voyages or foreign trade) ",bó,
2821,舰,warship,jiàn,
2822,航,navigate,háng,
2823,舵,rudder (the part of a ship or boat that steers and guides its direction),duò,
2824,舱,ship's cabin,cāng,
2825,艇,light boat,tǐng,潜艇 (qiántǐng) Submarine
2826,沿,"along (prep. like in ""along the beach"")",yán,沿着 (yán zhe) Along
2827,铅,lead (n.),qiān,
2828,狐,fox,hú,
2829,瓣,petal,bàn,
2830,溢,"brim over (overflowing, also with emotions)",yì,
2831,隘,"pass (n.) (narrowness, tight spaces, or even narrow-minded thinking)",ài,
2832,霞,red sky,xiá,
2833,氨,ammonia,ān,
2834,氧,oxygen,yǎng,氧气 (yǎng qì) Oxygen -- 氧气罩 (yǎng qì zhào) Oxygen mask
2835,氛,atmosphere,fēn,
2836,氢,hydrogen,qīng,
2837,氯,chlorine,lǜ,
2838,霸,tyrant,bà,
2839,靴,boots,xuē,
2840,鞭,whip (n./v.),biān,
2841,鞠,bow respectfully,jū,鞠躬 (jūgōng) to bow
2842,芽,"sprout (n.) (symbolizing new life, beginnings, and potential)",yá,
2843,讶,surprised,yà,
2844,雅,polished,yǎ,
2845,邪,wicked,xié,邪恶 (xié è) Evil
2846,悉,be informed,xī,熟悉 (shú xī) Familiar
2847,毯,blanket (n.),tǎn,
2848,毫,milli-,háo,毫不知情 (háo bù zhī qíng) Completely unaware -- 毫无 (háo wú) Not at all
v2p213,p.耒,p.christmas tree,,
2849,耗,"consume (energy, resources, time)",hào,消耗 (xiāo hào) Consume/Expend
2850,耕,"to till the land (v.) (“to plow,” “to cultivate,”)",gēng,
2851,籍,"records (where you're from, which books you belong to, or your official status in society)",jí,
2852,藉,in disorder,jí,
2853,畏,"be afraid of (a deep, restrained, often respectful kind of fear, like fearing authority, consequences, or the heavens)",wèi,
2854,喂,Hello...,wèi,
2855,胀,bloated,zhàng,
2856,帐,tent,zhàng,
2857,誉,reputation,yù,
2858,剑,saber,jiàn,剑 (jiàn) sword
2859,敛,"restrain, hold in",liǎn,
2860,捡,pick up (v.),jiǎn,
2861,俭,"thrifty, frugal (showing a careful use of money, especially by avoiding waste)",jiǎn,
2862,签,sign (v.) to make a signature,qiān,
2863,鹏,roc (mythical giant bird),péng,
2864,鸣,twitter (v.) (sound of a bird),míng,
2865,鸿,swan,hóng,
2866,莺,"oriole (a small, beautiful songbird known for its sweet voice) - Trupiale - un tipo di passero",yīng,
2867,鸽,pigeon,gē,放鸽子 (fàng gēzi) to stand someone up
2868,鹤,crane,hè,
2869,鹊,magpie,què,
2870,鸥,gull,ōu,
2871,鹅,goose,é,
2872,鸦,raven,yā,
2873,乌,crow,wū,
2874,呜,"zoom-zoom (sound of an automobile racing past) - onomatopoeic character — it mimics the sound of crying, wailing, or moaning, and it often conveys a feeling of sadness, sorrow, or lamentation.",wū,
2875,捣,pound with a pestle,dǎo,捣乱 (dǎo luàn) Disrupt
2876,寓,residence,yù,
2877,愚,pea-brained,yú,愚蠢 (yú chǔn) stupid
2878,偶,by chance,ǒu,木偶 (mù ǒu) Puppet -- 偶尔 (ǒu’ěr) occasionally
2879,缸,"vat (large, open container, used for holding liquids or fermenting things)",gāng,
2880,窑,"kiln (oven, or furnace, especially one used for firing pottery, bricks, or ceramics)",yáo,
V2p218-1,p.雚,p.stork,,
2881,罐,jar,guàn,
2882,灌,pour into,guàn,
V2p218-2,p.匋,p.canteen,,
2883,陶,pottery,táo,
2884,淘,wash in a container,táo,
2885,掏,to draw out (to take out),tāo,
2886,谣,rumor (false story),yáo,
2887,冤,"injustice (to be wrongly blamed, treated unfairly)",yuān,
2888,挽,tow (v.) - actually in modern chinese: To link arms / hold someone’s arm,wǎn,无可挽回 (wú kě wǎn huí) Irretrievable
2889,勉,"to strive, to make an effort despite difficulty",miǎn,勉强 (miǎn qiǎng) Reluctant/get ahead of oneself
2890,馋,gluttonous (who loves to eat or is tempted by food),chán,
2891,橡,"rubber tree (used for Oak tree or for rubber, not the actual rubber tree)",xiàng,
2892,豫,pleased,yù,
2893,码,numeral,mǎ,最起码 (zuì qǐ mǎ) at the very least -- 筹码 (chóu mǎ) Chip/Stake -- 起码 (qǐ mǎ) Minimum -- 密码 (mìmǎ) password
2894,驯,tame (adj./v.),xùn,
2895,玛,Matteo,mǎ,
2896,驻,"to be stationed (used in military, diplomatic, and organizational contexts, indicating the presence of people or forces in a specific location)",zhù,
2897,骄,"arrogant (pride or arroagance, both positive or negative)",jiāo,骄傲 (jiāo ào) Proud -- 骄傲自大 (jiāo ào zì dà) arrogant; conceited
2898,驰,gallop (v.),chí,
2899,蚂,leech-hopper,mà,
2900,驶,"maneuver (v.) (used with cars, ships, or other vehicles, and refers to controlled, purposeful movement, usually with a driver or operator)",shǐ,驾驶 (jiàshǐ) Drive
2901,骚,"disturb, tease",sāo,牢骚 (láo sāo) complaint/grumble
2902,驾,drive (v.) to operate (a vehicle or carriage),jià,驾驶 (jiàshǐ) Drive
2903,驴,donkey,lǘ,
2904,腾,take flight,téng,
2905,骡,mule (mule of donkey and horse),luó,
2906,骤,"to trot (v.) but used for suddenness, rapid change",zhòu,
2907,闯,to rush in (v.),chuǎng,
2908,驱,"to drive away, to urge forward, to expel",qū,
2909,驳,"to refute (to contradict, to rebut)",bó,
2910,骗,cheat (v.),piàn,
2911,唬,to bluff (v.),hǔ,唬人 (hǔ rén) bluff/intimidate
2912,虏,take captive,lǔ,
2913,虐,despotic,nüè,
2914,滤,to filter (v.),lǜ,
V2p223-1,p.舛,p.sunglasses (evening monocle),,
2915,瞬,instant,shùn,瞬间 (shùn jiān) Moment
V2p223-2,p.粦,p.jack-o'-lantern,,
2916,麟,Chinese unicorn,lín,
2917,磷,phosphorous,lín,
2918,唇,lips,chún,
2919,辱,disgrace (n./v.),rǔ,
2920,震,quake (v.) (to shake violently — physically or emotionally),zhèn,地震 (dì zhèn) earthquake -- 震颤 (zhèn chàn) tremble/vibrate
2921,振,vibrate,zhèn,
2922,郑,Zheng,zhèng,
2923,掷,to hurl (physical act of throwing something with force or intention),zhì,投掷 (tóuzhì) Throw
2924,魄,vigor,pò,
2925,槐,scholar tree,huái,
2926,魅,"to enchant (captivating, mysterious, and attractive)",mèi,
2927,瑰,"marvelous (It’s most often used to describe things that are beautiful, valuable, exotic, or unusual)",guī,
2928,魂,soul,hún,鬼魂 (guǐ hún) Ghost -- 灵魂 (línghún) soul
2929,愧,ashamed,kuì,不愧 (bù kuì) deserve to be called
2930,魁,"leader (or someone who stands at the top — often in terms of achievement, strength, or status)",kuí,魁梧 (kuíwú) Sturdy
2931,胧,"hazy, dim, or misty, often describing moonlight, shadows, or dreamy states in a poetic or literary context",lóng,
2932,垄,raised path between fields,lǒng,
2933,宠,to dote on (giving special attention or love to someone or something),chǒng,
2934,庞,huge,páng,
2935,拢,draw near,lǒng,
2936,聋,deaf,lóng,
2937,笼,cage (n.),lóng,笼罩 (lǒng zhào) shroud
2938,挪,transfer (v.),nuó,
2939,辆,vehicles,liàng,
2940,瞒,to dissemble (to conceal or disguise one's true feelings or beliefs),mán,隐瞒 (yǐn mán) Conceal
2941,龟,tortoise,guī,
v2p228,p.黾,p.electrical outlet,,
2942,蝇,flies (insect),yíng,
2943,绳,rope (n.),shéng,
2944,淹,"to inundate, to flood",yān,
2945,俺,"we (exclusive) only we, not you",ǎn,
2946,钮,push button (n.) (a button to be pushed),niǔ,按钮 (ànniǔ) Button
2947,羞,shy,xiū,害羞 (hàixiū) shy
2948,纽,New York,niǔ,
2949,赫,"illustrious (a sense of brightness, power, or prominence)",hè,
2950,奕,"radiating vitality - used in generational names of royal or noble families, it can be associated with radiance or splendor",yì,
2951,迹,"indication (often used to refer to evidence left behind, such as footprints, movement, or even figurative traces like someone's past actions or influence)",jì,奇迹 (qí jì) Miracle
2952,蛮,"barbaric (both in the sense of ""non-han"" ""non-civilized"", but also a rafforzative ",mán,野蛮 (yě mán) Barbaric
2953,啤,beer,pí,
2954,脾,spleen (Milz),pí,脾气 (pí qì) Temper
2955,碑,stele (stone tablet),bēi,
2956,嘱,"admonish (often used when someone seriously tells or reminds another person to do something important, especially in contexts like parting words, final instructions, or careful reminders)",zhǔ,
2957,肆,IV,sì,
v2p228,p.臼,p.mortar,,
2958,插,insert (v.),chā,插队 (chā duì) Cut in line -- 插手 (chā shǒu) Intervene -- 插播 (chā bō) Interrupt broadcast
2959,毁,ruin (v.),huǐ,毁灭 (huǐ miè) Destroy
2960,鼠,mouse,shǔ,
2961,舅,mother's brother,jiù,
v2p229,p.舀,p.scoop (tool to scoop ice cream),,
2962,滔,"surging (Vast, surging, endless flow, conveys a sense of unstoppable force)",tāo,
2963,稻,unhulled rice,dào,
2964,蹈,"to tread, to step on, or to follow (a path)",dǎo,
V2p230-1,p.叟,p.cake mixer,,
2965,嫂,elder brother's wife,sǎo,
2966,搜,"search (v.) to hunt for, to investigate",sōu,搜寻 (sōu xún) Search -- 搜 (sōu) Search
2967,瘦,"emaciated (“thin,” “slim,” or “skinny”)",shòu,
2968,艘,vessels (measure word),sōu,艘 (sōu) Measure word for ships
V2p230-2,p.臽,p.pothole (Schlagloch - buco nell'asfalto) or in the ground I'd say,,
2969,焰,flame (n.),yàn,
2970,馅,filling (n.),xiàn,
2971,陷,get stuck,xiàn,陷阱 (xiàn jǐng) trap; snare
v2p231,p.叕,p.stitching,,
2972,爽,frank (adj.) bold and direct personality,shuǎng,
2973,缀,embellish,zhuì,
v2p232,p.囟,"p.farmer's almanac (yearly publication that provides long-range weather forecasts, planting calendars, astronomical data, and traditional advice for farming and daily life.)",,
2974,傻,thick-headed,shǎ,
2975,蝴,butterfly (front end),hú,
2976,蝶,butterfly (back end),dié,
2977,蜘,spider (front end),zhī,
2978,蛛,spider (back end),zhū,
2979,骆,camel (front end),luò,
2980,驼,camel (back end),tuó,
2981,蜻,dragonfly (front end),qīng,
2982,蜓,dragonfly (back end),tíng,
2983,凤,male phoenix,fèng,
2984,凰,female phoenix,huáng,
2985,玻,glass (front side),bō,
2986,璃,glass (back side),lí,
2987,橄,olive (A),gǎn,
2988,榄,olive (B),lǎn,
2989,芙,hibiscus (A),fú,
2990,蓉,hibiscus (B),róng,
2991,咖,coffee (first drop),kā,
2992,啡,coffee (last drop),fēi,
2993,葡,grapes (A),pú,
2994,萄,grapes (B),táo,
2995,蘑,mushroom (cap),mó,
2996,菇,mushroom (stem),gū,
2997,吩,in- (of instruct),fēn,
2998,咐,-struct (of instruct),fù,
2999,乒,ping (of ping-pong),pīng,
3000,乓,pong (of ping-pong),pāng,
3001,曹,Cao,cáo,
3002,潘,Pan,pān,
3003,谭,Tan,tán,
3004,姚,Yao-2,yáo,
3005,薛,Xue,xuē,
3006,彭,Peng,péng,
3007,冯,Feng,Féng,
3008,魏,Wei,wèi,
3009,岳,Yue,yuè,
3010,莉,jasmine,lì,
3011,湘,Hunan Province,xiāng,
3012,甸,outlying areas,diàn,
3013,沧,dark blue,cāng,
3014,穆,reverent,mù,
3015,娜,na,nuó,
3016,琼,fine jade,qióng,
3017,琳,gem,lín,
3018,钧,30 catties,jūn,
,char,,pron,"补充 (bǔ chōng) Supplement、Recharge -- 主角 (zhǔ jué) Main character -- 本性 (běn xìng) nature; inherent character -- 化身 (huà shēn) incarnation; embodiment (of an idea/character) -- 性格 (xìnggé) personality, character"
,Hanzi,Keyword,,
V1p330-1,p.,p.Sickness,,
V1p331-2,p.,p.Teepee (american indan tent),,
